id,vote,Last Grade in School,Age,Gender,Latino or Hispanic Origin,Race,Party,Region
3141,3,7,59,2,2,1,3,NY
3142,4,3,51,1,2,1,3,NJ
3143,1,5,99,1,2,1,1,FL
3144,,3,30,2,2,1,2,PA
3145,1,8,42,1,2,1,3,NY
3146,3,7,41,2,2,1,1,ME
3147,1,3,23,1,2,1,3,NH
3148,2,7,50,1,2,1,2,ME
3149,,3,18,1,2,1,9,DE
3150,4,7,40,1,2,1,2,CT
3151,2,6,40,2,1,1,3,CT
3152,1,5,64,2,2,1,3,NC
3153,1,6,71,2,2,1,4,MI
3154,2,6,64,2,2,1,2,NC
3155,1,5,44,1,2,1,3,WI
3156,2,7,57,2,2,1,3,WI
3157,1,8,48,2,2,1,1,OH
3158,,3,25,1,2,1,2,OH
3160,,2,38,2,2,1,1,GA
3161,2,3,74,2,2,1,3,OH
3162,4,8,45,1,2,1,1,MD
3163,1,8,61,2,2,1,3,MI
3164,2,7,57,1,2,1,2,IN
3165,1,7,47,1,2,1,4,IL
3166,2,7,61,1,2,1,3,MN
3167,2,6,58,2,2,1,2,IL
3168,2,3,58,1,2,1,2,MI
3169,1,8,58,2,2,1,1,IN
3170,1,8,64,2,2,1,3,OH
3171,4,2,61,2,2,1,4,MO
3172,2,7,82,1,2,1,3,MO
3173,,3,48,2,2,1,1,MO
3174,4,7,51,1,2,1,1,MO
3175,2,3,64,2,2,1,2,ND
3176,2,8,63,2,2,1,3,MO
3177,2,3,64,2,2,1,3,KS
3178,2,8,64,1,2,1,3,KS
3179,4,8,40,2,2,1,4,MN
3180,1,6,59,2,2,1,3,NE
3181,4,3,49,2,2,1,1,TX
3183,2,6,48,1,2,1,2,TX
3184,1,5,43,1,2,1,2,TX
3185,2,6,36,2,2,2,2,TX
3186,,2,58,1,1,1,1,TX
3187,1,3,44,1,2,1,1,OK
3188,,8,40,1,2,1,3,TX
3189,3,3,44,1,2,1,2,OK
3190,1,5,55,2,2,1,1,TX
3191,,3,71,1,2,2,2,OK
3192,1,5,60,2,2,1,1,TX
3193,1,7,60,2,2,1,1,AR
3195,1,5,64,2,2,1,3,TX
3196,1,8,51,1,2,1,1,TX
3197,4,8,60,1,2,1,3,TX
3198,1,3,74,2,2,1,3,LA
3200,1,4,65,2,2,1,3,TX
3201,1,7,57,1,2,1,1,TX
3202,1,5,47,2,2,1,3,LA
3203,2,7,50,2,2,1,2,TX
3205,2,7,52,2,2,1,3,OK
3206,1,7,69,2,2,1,1,VA
3208,2,3,35,2,1,2,4,TX
3209,1,7,45,2,2,1,3,NC
3210,1,7,57,1,2,1,3,NC
3211,1,3,75,2,2,1,1,NC
3213,2,3,52,1,2,1,2,KY
3214,2,2,26,2,1,4,2,IA
3215,2,7,55,2,2,1,3,MN
3216,1,3,50,2,2,1,3,MO
3217,2,7,50,1,2,1,2,VT
3218,2,6,26,2,1,4,3,IA
3219,9,9,99,2,9,9,3,KS
3220,1,3,57,2,2,1,1,SC
3221,,5,58,1,2,1,4,VA
3222,4,7,99,2,9,9,3,MN
3223,1,4,47,2,2,1,1,MN
3225,2,6,86,2,2,1,2,OH
3226,2,5,41,1,2,1,2,MI
3227,4,8,44,2,2,1,1,SC
3228,2,3,18,2,1,4,4,MA
3229,1,7,57,1,2,1,3,NH
3230,1,3,52,2,2,1,3,GA
3231,1,3,70,2,2,1,2,NC
3232,1,4,48,1,2,1,3,DE
3233,1,6,36,1,1,4,1,FL
3234,,7,47,1,2,2,2,GA
3235,1,5,74,2,2,1,3,SC
3236,1,3,47,2,2,1,3,VA
3237,,5,19,1,1,4,1,SC
3238,2,7,61,2,2,1,2,VA
3239,2,7,61,1,2,1,3,NC
3240,2,3,41,2,2,1,4,SC
3241,2,8,52,1,2,1,2,VA
3242,2,3,42,2,2,1,3,VA
3243,1,8,60,1,2,1,3,MD
3244,1,3,50,1,2,1,1,GA
6006,1,7,51,1,2,1,1,CO
6009,1,6,33,2,2,1,1,TX
6012,2,5,20,1,2,1,4,IN
6014,4,3,26,2,1,4,3,CO
6015,2,3,47,1,2,1,2,WV
6018,,8,25,1,2,3,2,LA
6027,4,5,43,2,2,1,3,VA
6029,,3,21,1,2,1,4,DE
6030,2,5,41,2,2,2,2,CA
6032,1,3,37,1,2,1,1,AR
6033,,3,18,2,2,1,9,TX
6037,1,3,23,1,2,1,3,TX
6040,1,3,46,1,2,1,3,CA
6054,2,5,65,1,2,1,2,PA
6058,3,8,25,1,2,1,4,NC
6061,2,7,69,2,2,2,2,FL
6063,1,3,33,1,2,1,1,OK
6065,2,7,27,1,1,1,3,HI
6067,1,3,44,2,2,1,1,IN
6071,9,7,24,1,2,2,3,FL
6072,1,3,52,1,2,1,3,SD
6086,,5,25,1,2,1,3,CA
6088,2,2,22,1,2,2,1,MS
6090,3,5,32,1,2,1,3,IN
6091,4,3,27,1,1,4,3,NY
6092,3,1,47,1,1,4,3,MI
6093,,3,48,1,2,1,2,KS
6094,2,7,41,1,2,1,2,VA
6096,2,7,38,1,2,1,3,MO
6097,2,7,99,2,2,1,3,AK
6099,1,8,73,1,2,1,1,AZ
6101,1,7,42,1,9,9,4,IL
6102,1,7,49,1,2,1,4,IL
6104,1,6,72,2,2,1,3,UT
6105,2,5,21,2,2,1,3,CA
6106,2,6,34,1,2,1,2,WI
6107,,3,52,2,2,1,4,TN
6109,1,6,63,2,2,1,1,KS
6110,2,3,50,1,2,2,2,OH
6111,2,7,31,1,2,2,3,VA
6113,1,2,49,1,2,1,3,ME
6127,1,5,79,2,2,1,1,GA
6132,,2,39,1,2,2,9,OH
6134,,5,21,2,2,3,3,VA
6140,2,5,81,2,2,1,2,WA
6144,1,7,46,1,2,1,1,OH
6158,1,3,52,1,2,1,1,GA
6159,2,5,76,1,2,1,1,SD
6160,2,7,48,1,2,2,3,ID
6166,4,3,24,1,2,1,3,MI
6167,,8,50,2,2,1,3,MD
6169,2,6,58,2,2,1,1,GA
6174,,3,20,1,2,1,3,AZ
6175,2,3,55,1,1,4,2,NY
6186,1,3,23,1,2,1,1,OH
6192,1,8,48,2,2,1,1,NJ
6193,2,2,51,1,2,2,1,OH
6196,2,3,36,1,2,1,3,OR
6198,2,5,55,1,2,2,2,OH
6211,2,6,24,2,2,3,2,CA
6212,2,4,26,1,2,2,4,GA
6215,2,7,45,1,2,1,3,LA
6217,2,7,27,1,2,1,2,SC
6218,2,2,60,1,2,2,2,MI
6222,2,7,25,1,2,2,2,AR
6223,2,3,47,2,2,2,2,FL
6225,1,7,38,1,2,1,1,TX
6226,,2,43,2,2,1,9,OH
6227,,6,51,1,1,4,2,NM
6236,1,7,25,1,2,1,1,KS
6245,2,2,50,2,2,1,2,WY
6246,1,5,20,2,2,1,3,MO
6248,4,5,27,1,1,4,3,OK
6256,2,8,25,2,2,1,2,IL
6257,2,5,43,1,2,3,3,CA
6260,2,2,64,1,2,2,2,IL
6262,,8,25,2,2,1,1,FL
6267,3,3,48,1,2,1,4,WI
6274,2,5,71,1,2,1,2,IL
6282,1,3,28,1,2,1,1,NC
6284,1,6,47,1,2,1,1,GA
6289,,3,35,1,2,1,3,FL
6292,4,3,62,1,2,2,2,AL
6294,2,8,34,1,2,1,3,OH
6295,2,4,23,1,2,1,2,CT
6298,3,3,26,1,2,1,3,IN
6300,,3,21,2,1,4,2,RI
6301,2,7,41,1,2,1,3,KY
6302,2,3,18,2,1,4,3,CA
6304,1,7,38,2,2,1,3,FL
6307,1,3,22,1,2,1,3,WY
6310,2,2,29,2,2,9,2,NY
6314,,5,22,1,2,1,1,TX
6316,2,8,54,1,2,1,2,NC
6317,2,5,47,2,2,2,2,GA
6319,1,5,37,1,2,1,1,IL
6320,2,3,28,2,2,2,2,OH
6322,2,6,64,1,2,2,2,NC
6325,2,5,30,1,2,1,3,CA
6326,,3,29,1,2,3,2,WA
6331,2,2,64,1,2,2,2,TX
6333,,9,65,1,2,1,4,CA
6341,1,6,32,1,2,1,1,TX
6342,1,7,34,2,2,1,1,MD
6344,1,7,85,1,2,1,1,AZ
6346,1,3,47,1,2,1,1,ID
6347,2,3,71,1,2,1,2,OK
6348,1,7,69,1,2,1,4,NM
6352,4,5,48,1,2,1,3,AZ
6354,,3,45,2,2,1,1,CA
6361,1,4,27,2,2,1,1,PA
6362,1,5,28,1,2,1,1,NC
6367,3,3,31,1,2,1,1,TX
6369,2,3,19,1,2,1,2,DE
6371,,3,24,1,2,1,4,TX
6372,1,8,53,1,2,1,1,CA
6374,1,7,67,2,2,1,1,CA
6380,2,3,28,2,2,2,2,LA
6383,2,5,24,1,2,2,3,MO
6390,2,7,35,1,2,1,3,WI
6395,1,7,35,1,2,1,4,OR
6396,4,5,49,2,2,2,2,CA
6397,4,2,48,1,2,1,9,AL
6403,,5,24,1,2,1,1,FL
6417,2,5,19,1,2,2,2,FL
6419,,7,27,2,2,1,1,NY
6423,1,5,18,2,2,1,1,AR
6424,1,3,53,1,2,1,3,TX
6428,,3,27,1,2,1,3,FL
6438,3,5,28,1,2,1,3,FL
6442,,5,52,1,1,4,4,CA
6446,1,7,52,1,2,1,3,IL
6451,1,7,52,1,1,1,3,MA
6454,2,3,30,1,2,1,2,IL
6455,1,8,51,2,2,1,3,TN
6458,2,3,61,1,2,2,2,OH
6459,2,7,52,2,2,1,2,WI
6461,2,3,58,2,2,1,2,MI
6463,2,5,25,2,2,1,3,OH
6464,,6,34,1,2,3,3,NY
6471,1,7,71,1,2,1,1,IN
6472,,4,51,2,2,2,2,MA
6476,,9,99,1,9,9,9,NY
6481,,3,26,1,2,1,3,MS
6482,2,3,57,2,2,1,2,MS
6484,2,3,40,2,2,2,3,MS
6491,4,6,30,1,2,1,3,NY
6495,1,5,62,2,2,1,1,CT
6500,9,7,28,2,2,2,3,VA
6504,2,8,62,1,2,2,2,KY
6511,9,5,32,2,2,1,3,AZ
6514,2,8,99,2,2,1,3,CO
6516,1,7,26,1,2,1,3,KY
6521,,2,21,1,2,1,3,WA
6530,2,7,26,1,2,1,3,MT
6531,1,8,45,1,2,1,1,NY
6540,2,6,62,2,2,1,2,CA
6545,2,5,20,2,2,2,4,VA
6562,4,3,28,1,2,3,2,NY
6571,,3,54,1,2,1,4,AL
6572,,5,44,2,2,1,2,CA
6576,1,7,37,2,2,1,1,MS
6577,2,7,35,2,2,2,3,MA
6580,1,7,76,1,2,1,3,TX
6585,,3,19,1,1,1,3,KS
6586,2,8,35,2,2,1,3,WA
6587,2,7,22,2,2,1,3,CA
6589,,3,19,1,2,1,4,TX
6595,1,7,45,1,2,1,1,PA
6596,2,3,30,2,2,1,2,CA
6599,2,8,63,2,2,1,2,TX
6600,2,5,20,1,2,2,2,SC
6602,3,7,34,1,2,1,1,OR
6612,1,3,41,1,2,1,4,TX
6613,1,7,28,1,2,1,1,KS
6614,1,7,37,1,2,1,1,TN
6619,4,5,35,1,2,1,4,MO
6620,1,3,49,1,2,1,1,SC
6626,1,7,58,1,2,1,1,CA
6628,1,7,43,2,2,1,1,TX
6629,1,7,61,2,2,1,1,CA
6632,,3,26,1,1,1,1,TX
6636,4,3,27,1,1,4,9,OR
6639,2,5,50,2,2,1,2,OR
6643,4,8,51,2,2,1,3,NY
6645,,3,18,1,2,1,9,MO
6646,2,3,19,2,2,2,2,NC
6650,,3,31,2,1,1,2,TX
6657,,5,21,2,1,1,9,KS
6660,,5,41,1,2,3,3,CA
6662,1,4,60,1,2,1,3,HI
6663,,7,25,1,2,3,2,CA
6667,,5,99,2,2,1,9,TX
6669,2,7,76,2,2,1,3,CA
6670,,8,23,1,2,1,3,WA
6672,4,5,22,1,2,1,3,AR
6684,,5,30,1,2,1,3,TX
6685,1,7,61,1,2,9,9,GA
6689,1,3,50,2,2,1,1,KS
6690,3,3,99,1,2,1,3,CA
6692,1,6,48,2,2,1,3,TX
6700,4,7,58,2,2,1,9,FL
6701,2,3,39,1,2,2,2,TN
6704,2,8,57,2,2,1,2,OK
6707,2,7,29,1,2,1,2,IA
6714,2,7,48,2,2,1,2,NE
6717,2,8,37,2,2,1,2,FL
6719,1,6,60,2,2,1,1,NY
6720,2,5,19,2,2,2,3,DC
6725,2,3,18,1,2,1,9,MO
6730,3,7,25,1,2,2,3,FL
6731,,3,39,1,2,1,3,ND
6738,,5,19,1,1,4,3,FL
6743,4,7,20,2,1,4,9,NJ
6745,2,6,55,1,2,1,2,FL
6747,2,8,43,2,2,1,2,NY
6748,,7,27,1,2,3,4,CA
6752,4,7,40,2,2,1,3,MD
6756,1,6,47,1,2,1,3,MA
6757,1,7,42,1,2,1,3,NH
6758,2,8,40,1,2,3,3,MD
6761,3,3,19,1,2,3,3,MD
6763,1,6,67,2,2,1,3,NY
6764,4,8,51,1,2,3,3,CA
6771,3,8,67,1,2,1,3,MA
6773,1,3,72,1,2,1,3,NC
6776,,3,24,1,2,9,1,GA
6788,2,6,68,1,2,1,2,CT
6800,,7,20,1,2,3,2,CA
6820,1,3,68,2,2,1,3,PA
6821,2,7,23,1,2,3,2,HI
6830,,5,20,1,2,1,9,CA
6846,2,6,25,1,1,4,2,CA
6851,3,3,25,2,1,4,2,PA
6853,2,6,69,2,2,1,2,WA
6858,1,3,31,1,2,1,3,PA
6859,1,5,53,1,2,1,2,PA
6862,4,3,25,1,2,1,2,PA
6863,,7,57,1,2,2,9,NJ
6872,1,7,52,1,2,1,4,NY
6874,1,7,22,2,1,4,1,NJ
6882,3,7,24,1,1,1,3,NJ
6883,3,6,34,1,2,2,2,PA
6884,2,8,56,1,2,1,2,NY
